time,step,game,eps,max_step,max_tile,max_sum,max_rew,mean_step,mean_tile,mean_sum,mean_rew,max_100_step,max_100_tile,max_100_sum,max_100_rew,mean_100_step,mean_100_tile,mean_100_sum,mean_100_rew
2019-02-12_12:20:11.576862,70000,610,0.15151515151515152,266.0,256.0,600.0,31.5,114.75409836065573,103.60655737704919,256.95081967213116,12.594262295081966,266.0,256.0,600.0,31.5,118.71,108.16,264.54,13.08875
2019-02-12_12:20:30.587998,72500,630,0.15,266.0,256.0,600.0,31.5,114.94603174603175,103.77142857142857,257.3492063492063,12.618253968253969,266.0,256.0,600.0,31.5,121.16,111.68,269.92,13.395
2019-02-12_12:20:49.880316,75000,649,0.15,266.0,256.0,600.0,31.5,115.4637904468413,104.53004622496148,258.5824345146379,12.682973805855163,266.0,256.0,600.0,31.5,125.1,116.48,279.5,13.8875
2019-02-12_12:21:09.063292,77500,673,0.15,266.0,256.0,600.0,31.5,115.12332838038633,104.03566121842496,257.8751857355126,12.64041604754829,225.0,256.0,500.0,26.375,121.9,112.64,273.72,13.4875
2019-02-12_12:21:28.339984,80000,693,0.15,266.0,256.0,600.0,31.5,115.24675324675324,104.26551226551227,258.2106782106782,12.655844155844155,214.0,256.0,468.0,25.0,120.77,110.4,271.68,13.34625
2019-02-12_12:21:47.679167,82500,718,0.15,266.0,256.0,600.0,31.5,114.83565459610028,103.66573816155989,257.3259052924791,12.604456824512535,206.0,256.0,468.0,24.0,115.12,104.64,259.1,12.64
2019-02-12_12:22:07.158942,85000,738,0.15,266.0,256.0,600.0,31.5,115.12059620596206,103.71815718157181,257.9756097560976,12.640074525745257,204.0,256.0,460.0,23.75,114.99,102.72,259.24,12.62375
2019-02-12_12:22:26.701202,87500,757,0.15,266.0,256.0,600.0,31.5,115.47952443857332,104.07397622192866,258.73976221928666,12.684940554821665,203.0,256.0,458.0,23.625,115.73,102.08,259.82,12.71625
2019-02-12_12:22:46.305948,90000,777,0.15,266.0,256.0,600.0,31.5,115.71299871299871,104.15444015444015,259.2200772200772,12.714124839124839,214.0,256.0,472.0,25.0,119.33,104.64,267.44,13.16625
2019-02-12_12:23:05.973178,92500,797,0.15,266.0,256.0,600.0,31.5,115.86072772898369,104.47176913425345,259.543287327478,12.732590966122961,214.0,256.0,472.0,25.0,119.77,105.6,268.14,13.22125
2019-02-12_12:23:26.015320,95000,820,0.15,266.0,256.0,600.0,31.5,115.84390243902439,104.35121951219512,259.5390243902439,12.730487804878049,214.0,256.0,472.0,25.0,122.24,108.8,273.34,13.53
2019-02-12_12:23:46.432375,97500,840,0.15,266.0,256.0,600.0,31.5,116.03928571428571,104.3047619047619,259.95,12.754910714285714,214.0,256.0,472.0,25.0,122.74,108.16,274.4,13.5925
2019-02-12_12:24:08.380317,100000,860,0.15,266.0,256.0,600.0,31.5,116.17790697674418,104.35348837209303,260.22093023255815,12.772238372093023,254.0,256.0,544.0,30.0,120.94,105.12,270.24,13.3675
2019-02-12_12:24:28.922341,102500,880,0.15,277.0,256.0,610.0,32.875,116.39204545454545,104.78181818181818,260.72727272727275,12.799005681818182,277.0,256.0,610.0,32.875,121.02,107.68,271.04,13.3775
2019-02-12_12:24:49.745549,105000,902,0.15,277.0,256.0,610.0,32.875,116.35587583148559,104.42572062084257,260.60753880266077,12.794484478935699,277.0,256.0,610.0,32.875,119.74,102.24,267.82,13.2175
2019-02-12_12:25:10.537514,107500,923,0.15,277.0,256.0,610.0,32.875,116.35969664138678,104.51137594799566,260.65005417118095,12.794962080173347,277.0,256.0,610.0,32.875,120.88,106.4,270.26,13.36
2019-02-12_12:25:31.017053,110000,943,0.15,277.0,256.0,610.0,32.875,116.50901378579003,104.53446447507953,261.06044538706254,12.813626723223754,277.0,256.0,610.0,32.875,120.96,107.52,271.58,13.37
2019-02-12_12:25:51.324757,112500,960,0.15,277.0,256.0,610.0,32.875,117.159375,105.48333333333333,262.4,12.894921875,277.0,256.0,610.0,32.875,125.6,115.2,281.14,13.95
2019-02-12_12:26:11.757432,115000,981,0.15,277.0,256.0,610.0,32.875,117.19164118246687,105.4434250764526,262.4770642201835,12.898955147808358,228.0,256.0,500.0,26.75,123.76,111.04,276.88,13.72
2019-02-12_12:26:32.518155,117500,1002,0.15,277.0,256.0,610.0,32.875,117.14770459081836,105.42115768463074,262.3532934131737,12.893463073852296,228.0,256.0,500.0,26.75,124.29,114.4,278.1,13.78625
2019-02-12_12:26:53.232013,120000,1021,0.15,277.0,256.0,610.0,32.875,117.51126346718902,105.8099902056807,263.07933398628796,12.938907933398628,228.0,256.0,500.0,26.75,127.74,117.6,284.6,14.2175
2019-02-12_12:27:13.930251,122500,1039,0.15,277.0,256.0,610.0,32.875,117.76900866217517,106.04042348411934,263.6207892204042,12.971126082771896,228.0,256.0,500.0,26.75,129.18,119.84,286.88,14.3975
2019-02-12_12:27:34.847186,125000,1061,0.15,277.0,256.0,610.0,32.875,117.7803958529689,106.10367577756833,263.6248821866164,12.972549481621112,228.0,256.0,500.0,26.75,123.28,111.84,274.44,13.66
2019-02-12_12:27:55.717257,127500,1079,0.15,277.0,256.0,610.0,32.875,118.11028730305839,106.46895273401297,264.30398517145505,13.013785912882298,221.0,256.0,492.0,25.875,126.85,116.0,281.5,14.10625
2019-02-12_12:28:16.665435,130000,1101,0.15,277.0,256.0,610.0,32.875,118.02906448683015,106.37602179836512,264.1180744777475,13.003633060853769,242.0,256.0,522.0,28.5,127.1,116.16,282.22,14.1375
2019-02-12_12:28:37.957283,132500,1122,0.15,277.0,256.0,610.0,32.875,118.0650623885918,106.46702317290553,264.2299465240642,13.008132798573975,242.0,256.0,522.0,28.5,124.11,113.6,276.82,13.76375
2019-02-12_12:28:59.186644,135000,1140,0.15,277.0,256.0,610.0,32.875,118.3280701754386,106.75087719298246,264.74912280701756,13.041008771929825,270.0,256.0,590.0,32.0,123.85,113.92,275.96,13.73125
2019-02-12_12:29:20.494113,137500,1160,0.15,277.0,256.0,610.0,32.875,118.44655172413793,106.7448275862069,264.9758620689655,13.055818965517242,270.0,256.0,590.0,32.0,126.13,115.04,280.64,14.01625
2019-02-12_12:29:42.518505,140000,1177,0.15,277.0,256.0,610.0,32.875,118.83007646559048,107.18776550552252,265.7892948173322,13.10375955819881,270.0,256.0,590.0,32.0,126.89,114.72,282.3,14.11125
2019-02-12_12:30:04.372719,142500,1196,0.15,277.0,256.0,610.0,32.875,119.09448160535118,107.49163879598662,266.32274247491637,13.136810200668897,270.0,256.0,590.0,32.0,130.66,119.52,289.94,14.5825
2019-02-12_12:30:26.320661,145000,1214,0.15,277.0,256.0,610.0,32.875,119.42092257001647,107.69028006589785,267.02800658978583,13.177615321252059,270.0,256.0,590.0,32.0,134.72,120.48,298.62,15.09
2019-02-12_12:30:48.284224,147500,1232,0.15,277.0,256.0,610.0,32.875,119.62662337662337,107.77922077922078,267.487012987013,13.203327922077921,262.0,256.0,576.0,31.0,134.28,119.2,297.92,15.035
2019-02-12_12:31:10.591457,150000,1250,0.15,277.0,256.0,610.0,32.875,119.9808,108.4032,268.2592,13.2476,262.0,256.0,576.0,31.0,139.13,128.96,309.06,15.64125
2019-02-12_12:31:32.898688,152500,1268,0.15,277.0,256.0,610.0,32.875,120.25630914826499,108.73186119873817,268.8753943217666,13.282038643533124,250.0,256.0,550.0,29.5,139.64,131.2,310.8,15.705
2019-02-12_12:31:55.049708,155000,1286,0.15,277.0,256.0,610.0,32.875,120.47433903576983,109.17573872472784,269.40124416796266,13.309292379471229,250.0,256.0,550.0,29.5,139.42,130.56,311.46,15.6775
2019-02-12_12:32:17.403804,157500,1306,0.15,277.0,256.0,610.0,32.875,120.48085758039817,109.21898928024503,269.4716692189893,13.31010719754977,250.0,256.0,550.0,29.5,133.14,126.72,298.54,14.8925
2019-02-12_12:32:39.804765,160000,1324,0.15,277.0,256.0,610.0,32.875,120.77643504531721,109.54682779456193,270.13293051359517,13.347054380664652,259.0,256.0,574.0,30.625,136.73,133.44,306.58,15.34125
2019-02-12_12:33:02.283833,162500,1341,0.15,277.0,256.0,610.0,32.875,121.11558538404176,109.9716629381059,270.87546607009693,13.38944817300522,259.0,256.0,574.0,30.625,136.62,132.16,306.54,15.3275
2019-02-12_12:33:24.903490,165000,1361,0.15,277.0,256.0,610.0,32.875,121.23365172667157,110.33063923585598,271.12417340191035,13.404206465833946,259.0,256.0,574.0,30.625,135.59,132.48,303.78,15.19875
2019-02-12_12:33:47.710604,167500,1378,0.15,277.0,256.0,610.0,32.875,121.46806966618287,110.5021770682148,271.61828737300436,13.433508708272859,259.0,256.0,574.0,30.625,134.7,128.32,301.18,15.0875
2019-02-12_12:34:10.470855,170000,1396,0.15,277.0,256.0,610.0,32.875,121.74283667621776,110.77363896848138,272.19627507163324,13.46785458452722,259.0,256.0,574.0,30.625,138.35,131.84,308.66,15.54375
2019-02-12_12:34:33.387317,172500,1413,0.15,277.0,256.0,610.0,32.875,121.96673743807501,111.16206652512385,272.6666666666667,13.495842179759377,259.0,256.0,574.0,30.625,141.58,137.92,315.1,15.9475
2019-02-12_12:34:56.504903,175000,1431,0.15,277.0,256.0,610.0,32.875,122.13976240391335,111.26205450733752,273.0649895178197,13.517470300489169,259.0,256.0,566.0,30.625,138.88,132.8,309.16,15.61
2019-02-12_12:35:19.733793,177500,1449,0.15,277.0,256.0,610.0,32.875,122.48102139406487,111.82332643202209,273.82056590752245,13.560127674258108,259.0,256.0,566.0,30.625,140.81,135.04,313.38,15.85125
2019-02-12_12:35:43.243866,180000,1465,0.15,277.0,256.0,610.0,32.875,122.84914675767918,112.2184300341297,274.6962457337884,13.606143344709897,259.0,256.0,566.0,30.625,144.11,137.92,321.66,16.26375
2019-02-12_12:36:06.644590,182500,1483,0.15,277.0,256.0,610.0,32.875,122.98853674983143,112.47471341874578,275.0465273095078,13.623567093728928,259.0,256.0,566.0,30.625,144.09,140.16,322.68,16.26125
2019-02-12_12:36:30.248390,185000,1498,0.15,277.0,256.0,610.0,32.875,123.4105473965287,112.8437917222964,275.9799732977303,13.676318424566087,245.0,256.0,558.0,28.875,146.61,142.08,328.68,16.57625
2019-02-12_12:36:53.805328,187500,1514,0.15,277.0,256.0,610.0,32.875,123.7344782034346,113.38441215323645,276.70409511228536,13.716809775429326,250.0,256.0,558.0,29.5,148.22,144.64,332.68,16.7775
2019-02-12_12:37:17.674691,190000,1532,0.15,277.0,256.0,610.0,32.875,123.97584856396867,113.76501305483029,277.26501305483026,13.746981070496084,250.0,256.0,558.0,29.5,149.05,148.16,334.86,16.88125
2019-02-12_12:37:41.669026,192500,1549,0.15,277.0,256.0,610.0,32.875,124.15300193673338,114.12782440284055,277.6862491930278,13.769125242091672,250.0,256.0,558.0,29.5,148.38,147.52,333.7,16.7975
2019-02-12_12:38:05.803951,195000,1565,0.15,381.0,512.0,838.0,45.875,124.53099041533547,114.63769968051118,278.5329073482428,13.816373801916933,381.0,512.0,838.0,45.875,149.17,150.08,334.74,16.89625
2019-02-12_12:38:30.407516,197500,1580,0.15,381.0,512.0,838.0,45.875,124.85696202531645,115.00759493670886,279.2392405063291,13.857120253164556,381.0,512.0,838.0,45.875,152.73,152.32,341.8,17.34125
2019-02-12_12:38:57.385590,200000,1598,0.15,381.0,512.0,838.0,45.875,125.07571964956195,115.37421777221527,279.7221526908636,13.884464956195243,381.0,512.0,838.0,45.875,150.02,153.28,335.78,17.0025
2019-02-12_12:39:21.786008,202500,1616,0.15,381.0,512.0,838.0,45.875,125.2444306930693,115.43564356435644,280.0928217821782,13.905553836633663,381.0,512.0,838.0,45.875,146.38,143.68,327.54,16.5475
2019-02-12_12:39:46.373952,205000,1634,0.15,381.0,512.0,838.0,45.875,125.3984088127295,115.61321909424724,280.39902080783355,13.924801101591187,381.0,512.0,838.0,45.875,147.15,144.32,328.34,16.64375
2019-02-12_12:40:10.790062,207500,1651,0.15,381.0,512.0,838.0,45.875,125.59176256814052,115.77952755905511,280.8370684433677,13.948970321017566,276.0,256.0,616.0,32.75,145.42,137.28,324.28,16.4275
2019-02-12_12:40:35.096822,210000,1665,0.15,381.0,512.0,838.0,45.875,126.07927927927928,116.38198198198198,281.8966966966967,14.00990990990991,362.0,512.0,776.0,43.5,150.31,143.68,334.54,17.03875
2019-02-12_12:40:59.872221,212500,1682,0.15,381.0,512.0,838.0,45.875,126.32282996432818,116.74673008323424,282.43400713436387,14.040353745541022,362.0,512.0,776.0,43.5,147.67,141.44,329.06,16.70875
2019-02-12_12:41:24.788212,215000,1696,0.15,381.0,512.0,838.0,45.875,126.71344339622641,117.14150943396227,283.2830188679245,14.089180424528301,362.0,512.0,776.0,43.5,152.79,144.96,340.1,17.34875
2019-02-12_12:41:49.688582,217500,1712,0.15,381.0,512.0,838.0,45.875,127.0321261682243,117.42990654205607,283.97429906542055,14.129015771028037,362.0,512.0,776.0,43.5,157.27,149.44,349.8,17.90875
2019-02-12_12:42:14.776407,220000,1729,0.15,381.0,512.0,838.0,45.875,127.21688837478311,117.6818970503181,284.39213418160784,14.152111046847889,362.0,512.0,776.0,43.5,157.08,151.36,349.98,17.885
2019-02-12_12:42:39.801748,222500,1744,0.15,381.0,512.0,838.0,45.875,127.51433486238533,117.95412844036697,285.0275229357798,14.189291857798166,362.0,512.0,776.0,43.5,160.27,153.92,356.78,18.28375
2019-02-12_12:43:04.920816,225000,1762,0.15,381.0,512.0,838.0,45.875,127.65209988649262,118.27468785471055,285.3598183881952,14.206512485811578,273.0,256.0,604.0,32.375,154.12,149.44,343.58,17.515
2019-02-12_12:43:30.289827,227500,1776,0.15,381.0,512.0,838.0,45.875,127.98817567567568,118.81981981981981,286.0810810810811,14.24852195945946,273.0,256.0,604.0,32.375,156.36,154.88,348.12,17.795
2019-02-12_12:43:55.768184,230000,1793,0.15,381.0,512.0,838.0,45.875,128.26268823201337,119.04963747908533,286.6581148912437,14.282836029001674,273.0,256.0,604.0,32.375,156.24,152.96,347.42,17.78
2019-02-12_12:44:21.418377,232500,1809,0.15,381.0,512.0,838.0,45.875,128.4953012714207,119.37645107794361,287.1575456053068,14.311912658927584,273.0,256.0,604.0,32.375,153.98,152.96,342.64,17.4975
2019-02-12_12:44:46.927978,235000,1824,0.15,381.0,512.0,838.0,45.875,128.8294956140351,119.79824561403508,287.88157894736844,14.353686951754385,273.0,256.0,604.0,32.375,157.06,157.44,349.14,17.8825
2019-02-12_12:45:12.640656,237500,1838,0.15,381.0,512.0,838.0,45.875,129.17899891186073,120.20892274211099,288.6278563656148,14.39737486398259,371.0,512.0,808.0,44.625,162.34,164.48,360.38,18.5425
2019-02-12_12:45:38.462684,240000,1855,0.15,381.0,512.0,838.0,45.875,129.34609164420485,120.52183288409704,288.99083557951485,14.418261455525606,371.0,512.0,808.0,44.625,161.11,163.84,357.24,18.38875
2019-02-12_12:46:04.409681,242500,1871,0.15,381.0,512.0,838.0,45.875,129.6002137894174,120.63709246392304,289.5510422234099,14.450026723677178,371.0,512.0,808.0,44.625,159.97,155.84,354.78,18.24625
2019-02-12_12:46:30.419164,245000,1885,0.15,381.0,512.0,838.0,45.875,129.93050397877985,120.92944297082228,290.3193633952255,14.49131299734748,371.0,512.0,808.0,44.625,161.07,154.56,358.58,18.38375
2019-02-12_12:46:56.491132,247500,1902,0.15,381.0,512.0,838.0,45.875,130.1235541535226,121.09358569926393,290.77287066246055,14.515444269190326,371.0,512.0,808.0,44.625,160.65,153.92,358.56,18.33125
2019-02-12_12:47:22.813042,250000,1918,0.15,381.0,512.0,838.0,45.875,130.32846715328466,121.31803962460897,291.23149113660065,14.541058394160585,371.0,512.0,808.0,44.625,160.48,152.0,358.3,18.31
2019-02-12_12:47:49.134950,252500,1935,0.15,381.0,512.0,838.0,45.875,130.471834625323,121.44289405684755,291.5328165374677,14.558979328165375,267.0,256.0,596.0,31.625,154.5,144.32,345.46,17.5625
2019-02-12_12:48:15.503724,255000,1949,0.15,381.0,512.0,838.0,45.875,130.7567983581324,121.78553104155978,292.1467419189328,14.594599794766546,271.0,256.0,584.0,32.125,157.94,146.24,352.78,17.9925
2019-02-12_12:48:41.919361,257500,1966,0.15,381.0,512.0,838.0,45.875,130.9587995930824,121.9206510681587,292.60020345879957,14.6198499491353,272.0,256.0,596.0,32.25,156.83,146.56,350.7,17.85375
2019-02-12_12:49:08.288135,260000,1980,0.15,381.0,512.0,838.0,45.875,131.25151515151515,122.12525252525252,293.2292929292929,14.656439393939394,272.0,256.0,596.0,32.25,158.06,145.6,352.58,18.0075
2019-02-12_12:49:34.672528,262500,1996,0.15,381.0,512.0,838.0,45.875,131.49599198396794,122.5250501002004,293.7404809619238,14.686998997995993,272.0,256.0,596.0,32.25,158.4,150.08,352.12,18.05
2019-02-12_12:50:01.244379,265000,2011,0.15,381.0,512.0,838.0,45.875,131.65638985579315,122.82048731974142,294.0944803580308,14.707048731974142,272.0,256.0,596.0,32.25,158.32,152.64,351.64,18.04
2019-02-12_12:50:27.675637,267500,2024,0.15,381.0,512.0,838.0,45.875,132.1062252964427,123.5494071146245,295.0978260869565,14.763278162055336,300.0,512.0,672.0,35.75,166.03,167.36,369.16,19.00375
2019-02-12_12:50:54.386121,270000,2038,0.15,381.0,512.0,838.0,45.875,132.35721295387634,123.86261040235524,295.6349362119725,14.794651619234545,300.0,512.0,672.0,35.75,167.17,168.64,371.3,19.14625
2019-02-12_12:51:21.207914,272500,2053,0.15,381.0,512.0,838.0,45.875,132.6522162688748,124.1734047735022,296.2747199220653,14.831527033609353,300.0,512.0,672.0,35.75,168.46,170.24,374.16,19.3075
2019-02-12_12:51:47.561065,275000,2068,0.15,381.0,512.0,838.0,45.875,132.95744680851064,124.60348162475822,296.9332688588008,14.86968085106383,300.0,512.0,672.0,35.75,170.69,176.0,378.84,19.58625
2019-02-12_12:52:13.851732,277500,2082,0.15,381.0,512.0,838.0,45.875,133.1868395773295,124.81075888568684,297.433237271854,14.898354947166187,300.0,512.0,672.0,35.75,171.16,177.28,379.92,19.645
2019-02-12_12:52:40.314232,280000,2096,0.15,381.0,512.0,838.0,45.875,133.46135496183206,125.13740458015268,298.037213740458,14.932669370229007,300.0,512.0,672.0,35.75,172.69,177.28,383.8,19.83625
2019-02-12_12:53:06.729869,282500,2111,0.15,381.0,512.0,838.0,45.875,133.8180956892468,125.55187115111322,298.80246328754146,14.97726196115585,300.0,512.0,672.0,35.75,177.29,180.48,393.48,20.41125
2019-02-12_12:53:33.176749,285000,2125,0.15,381.0,512.0,838.0,45.875,134.06164705882352,125.86917647058823,299.3261176470588,15.00770588235294,289.0,512.0,650.0,34.375,173.03,171.52,383.7,19.87875
2019-02-12_12:53:59.561144,287500,2141,0.15,381.0,512.0,838.0,45.875,134.25875758991126,126.06445586174685,299.74964969640354,15.032344698738907,377.0,512.0,810.0,45.375,172.18,170.24,381.98,19.7725
2019-02-12_12:54:25.945539,290000,2156,0.15,381.0,512.0,838.0,45.875,134.44248608534323,126.19666048237477,300.16790352504637,15.055310760667904,377.0,512.0,810.0,45.375,169.29,165.12,376.12,19.41125
2019-02-12_12:54:52.314312,292500,2172,0.15,381.0,512.0,838.0,45.875,134.58471454880294,126.38674033149171,300.4963167587477,15.073089318600369,377.0,512.0,810.0,45.375,168.31,163.84,374.4,19.28875
2019-02-12_12:55:18.729949,295000,2187,0.15,381.0,512.0,838.0,45.875,134.84865112025605,126.66117969821674,301.0791037951532,15.106081390032008,377.0,512.0,810.0,45.375,166.45,159.36,370.4,19.05625
2019-02-12_12:55:45.489254,297500,2200,0.15,381.0,512.0,838.0,45.875,135.16545454545454,127.07636363636364,301.7772727272727,15.145681818181819,377.0,512.0,810.0,45.375,168.74,165.12,375.6,19.3425
2019-02-12_12:56:15.388446,300000,2211,0.15,382.0,512.0,838.0,46.0,135.5174129353234,127.54409769335142,302.53369516056085,15.189676616915422,382.0,512.0,826.0,46.0,171.39,169.6,381.3,19.67375
2019-02-12_12:56:41.772838,302500,2227,0.15,455.0,512.0,1022.0,55.125,135.81320161652448,127.89223170184104,303.1917377638078,15.226650202065558,455.0,512.0,1022.0,55.125,172.66,170.88,384.54,19.8325
2019-02-12_12:57:08.141612,305000,2242,0.15,455.0,512.0,1022.0,55.125,135.91748438893845,127.92149866190901,303.41837644959855,15.239685548617306,455.0,512.0,1022.0,55.125,170.77,166.4,380.58,19.59625
2019-02-12_12:57:34.682220,307500,2254,0.15,455.0,512.0,1022.0,55.125,136.36335403726707,128.43300798580302,304.3824312333629,15.295419254658386,455.0,512.0,1022.0,55.125,179.81,179.2,399.7,20.72625
2019-02-12_12:58:01.097856,310000,2271,0.15,455.0,512.0,1022.0,55.125,136.4746807573756,128.48612945838838,304.630559225011,15.309335094671951,455.0,512.0,1022.0,55.125,178.23,175.36,396.18,20.52875
2019-02-12_12:58:27.513493,312500,2285,0.15,455.0,512.0,1022.0,55.125,136.7010940919037,128.6512035010941,305.1098468271335,15.337636761487966,455.0,512.0,1022.0,55.125,177.81,172.16,394.46,20.47625
2019-02-12_12:58:53.960373,315000,2300,0.15,455.0,512.0,1022.0,55.125,136.91826086956522,128.78608695652173,305.58,15.364782608695652,455.0,512.0,1022.0,55.125,175.48,166.4,389.24,20.185
2019-02-12_12:59:20.782164,317500,2315,0.15,455.0,512.0,1022.0,55.125,137.12008639308854,128.9745140388769,306.02246220302374,15.39001079913607,328.0,256.0,716.0,39.25,169.39,157.44,376.02,19.42375
