time,step,game,eps,max_step,max_tile,max_sum,max_rew,mean_step,mean_tile,mean_sum,mean_rew,max_100_step,max_100_tile,max_100_sum,max_100_rew,mean_100_step,mean_100_tile,mean_100_sum,mean_100_rew
2019-02-13_04:03:46.574065,24709,51,0,920.0,1024.0,2010.0,113.25,484.4901960784314,534.5882352941177,1068.0,58.81127450980392,920.0,1024.0,2010.0,113.25,484.4901960784314,534.5882352941177,1068.0,58.81127450980392
